# ----------------------------------------
# Páginas e telas: Caminho da página e classe da tela
# Conta: CRP SP
# Propriedade: Site - GA4
# ----------------------------------------
# 
# Todos os usuários
# Data de início: 20241006
# Data de término: 20251006
Caminho da página e classe da tela,Visualizações,Usuários ativos,Visualizações por usuário ativo,Tempo médio de engajamento por usuário ativo,Contagem de eventos,Eventos principais,Receita total
/impresso/view/68/encontros-e-desencontros-da-psicologia-do-esporte,12,13,0.9230769230769231,14.846153846153847,24,0,0
/impresso/view/75/psicologia-laicidade-espiritualidade-religiao-e-os-saberes-tradicionais-referencias-basicas-para-atuacao-profissional,12,10,1.2,11.2,25,0,0
/impresso/view/380,11,9,1.2222222222222223,4,19,0,0
/impresso/view/383,11,10,1.1,13.2,21,0,0
/impresso/view/398,11,9,1.2222222222222223,17.444444444444443,21,0,0
/impresso/view/412,11,11,1,14,23,0,0
/impresso/view/449/vol-29-psicologia-direitos-humanos-e-pessoas-com-deficiencia,11,10,1.1,9.2,25,0,0
/impresso/view/457/vol-32-conversando-sobre-as-perspectivas-da-educacao-inclusiva-para-pessoas-com-transtorno-do-espectro-autista,11,7,1.5714285714285714,74.85714285714286,21,0,0
/impresso/view/486,11,9,1.2222222222222223,5,26,0,0
/impresso/view/492/referencias-tecnicas-para-atuacao-de-psicologasos-em-politicas-publicas-do-esporte,11,11,1,11,27,0,0
/impresso/view/514/prontuarios-e-registro-documental-dos-servicos-de-psicologia-2,11,9,1.2222222222222223,17.77777777777778,21,0,0
/impresso/view/527,11,9,1.2222222222222223,6,25,0,0
/impresso/view/76,11,11,1,7.818181818181818,22,0,0
/impresso/view/79,11,11,1,8.181818181818182,22,0,0
/impresso/view/148/caderno-de-deliberacoes-do-ix-corep,10,9,1.1111111111111112,7.666666666666667,20,0,0
/impresso/view/162/psicologia-critica-do-trabalho-na-sociedade-contemporanea,10,9,1.1111111111111112,5.111111111111111,19,0,0
/impresso/view/186/praticas-de-psicologia-em-emergencias-e-desastres,10,8,1.25,9,19,0,0
/impresso/view/213/orientacoes-tecnicas-servicos-de-acolhimento-para-criancas-e-adolescentes,10,9,1.1111111111111112,17.444444444444443,19,0,0
/impresso/view/223,10,8,1.25,38.25,23,0,0
/impresso/view/384,10,10,1,10.4,21,0,0
/impresso/view/392,10,7,1.4285714285714286,22.714285714285715,22,0,0
/impresso/view/399,10,8,1.25,24.25,18,0,0
/impresso/view/415,10,9,1.1111111111111112,10.555555555555555,19,0,0
/impresso/view/497,10,8,1.25,8.875,18,0,0
/impresso/view/500/praticas-psicologicas-na-pandemia-de-covid-19-relatorio-final,10,9,1.1111111111111112,35.22222222222222,19,0,0
/impresso/view/565,10,8,1.25,5.75,23,0,0
/impresso/view/67/inclusao-no-trabalho-desafios-e-perspectivas,10,5,2,29.8,19,0,0
/impresso/,9,4,2.25,16.75,16,0,0
/impresso/materia/22/recomendacoes-aos-servicos-escola-de-psicologia-do-estado-de-sao-paulo,9,5,1.8,26.4,21,0,0
/impresso/view/123/referencias-tecnicas-para-atuacao-do-psicologo-em-varas-de-familia,9,4,2.25,10.25,18,0,0
/impresso/view/130/saude-do-trabalhador-no-ambito-da-saude-publica-referencias-para-atuacao-doa-psicologoa,9,5,1.8,6.2,18,0,0
/impresso/view/159/violencia-invisivel-e-assedio-moral,9,8,1.125,6.625,17,0,0
/impresso/view/161/manual-de-orientacoes,9,7,1.2857142857142858,7.285714285714286,15,0,0
/impresso/view/165/psicologia-de-emergencias-e-desastres-na-america-latina-promocao-de-direitos-e-construcao-de-estrategias-de-atuacao,9,6,1.5,13.166666666666666,17,0,0
/impresso/view/246,9,7,1.2857142857142858,4.285714285714286,28,0,0
/impresso/view/249,9,8,1.125,6.875,16,0,0
/impresso/view/263,9,2,4.5,2,16,0,0
/impresso/view/332,9,4,2.25,11.25,15,0,0
/impresso/view/360,9,8,1.125,20.875,16,0,0
/impresso/view/369,9,7,1.2857142857142858,20.142857142857142,18,0,0
/impresso/view/422/psicopedagogia-e-neuropsicopedagogia,9,9,1,34.55555555555556,18,0,0
/impresso/view/442,9,9,1,7.777777777777778,18,0,0
/impresso/view/450/psicologia-e-moradia-multiplos-olhares-sobre-a-questao-habitacional,9,8,1.125,5.125,19,0,0
/impresso/view/466/vol-34---patologizacao-e-medicalizacao-das-vidas-reconhecimento-e-enfrentamento---parte-2,9,9,1,5.888888888888889,21,0,0
/impresso/view/500,9,9,1,6.444444444444445,17,0,0
/impresso/view/518/guarda-e-envio-de-documentos-por-computador-2,9,8,1.125,26.75,18,0,0
/impresso/view/519/estagio-supervisionado-em-psicologia-2,9,9,1,4.555555555555555,15,0,0
/impresso/view/522/atuacao-profissional-em-qualquer-area-da-psicologia-exige-inscricao-ativa-no-crp-2,9,9,1,12.333333333333334,17,0,0
/impresso/view/63/vol-21-psicologia-em-emergencias-e-desastres,9,4,2.25,18.75,17,0,0
/impresso/view/77/na-fronteira-da-psicologia-com-os-saberes-tradicionais-praticas-e-tecnicas,9,7,1.2857142857142858,12.142857142857142,18,0,0
/impresso/view/94/o-tecido-e-o-tear.,9,8,1.125,21.625,33,0,0
/impresso/materia/17/numero-196-2,8,5,1.6,109,24,0,0
/impresso/materia/34/como-obter-a-carteira-de-identidade-profissional-cip-definitiva,8,7,1.1428571428571428,42.57142857142857,25,0,0
/impresso/materia/42/quebra-de-sigilo-diante-da-violacao-de-direitos,8,7,1.1428571428571428,25.285714285714285,25,0,0
/impresso/view/152/nota-tecnica-nucleo-de-emergencias-e-desastres,8,5,1.6,12.2,14,0,0
/impresso/view/213,8,6,1.3333333333333333,7.166666666666667,17,0,0
/impresso/view/232,8,8,1,3.75,19,0,0
/impresso/view/260,8,6,1.3333333333333333,17.833333333333332,14,0,0
/impresso/view/265,8,5,1.6,9,18,0,0
/impresso/view/305,8,7,1.1428571428571428,10.142857142857142,27,0,0
/impresso/view/306,8,7,1.1428571428571428,9.142857142857142,16,0,0
/impresso/view/395,8,5,1.6,5.2,20,0,0
/impresso/view/487,8,7,1.1428571428571428,8.857142857142858,15,0,0
/impresso/view/489,8,8,1,5,18,0,0
/impresso/view/493,8,8,1,9.125,17,0,0
/impresso/view/498/relacoes-raciais-referencias-tecnicas-para-a-pratica-dao-psicologao,8,6,1.3333333333333333,3.5,14,0,0
/impresso/view/502/documento-de-orientacao-crp-06-a-atuacao-profissional-das-psicologas-psicologues-e-psicologos-no-atendimento-a-populacao-bissexual,8,7,1.1428571428571428,15.428571428571429,17,0,0
/impresso/view/541,8,7,1.1428571428571428,13.285714285714286,16,0,0
/impresso/view/564/cartilha-de-atendimento-a-pluriversidade-surda,8,6,1.3333333333333333,35.166666666666664,16,0,0
/impresso/view/70,8,7,1.1428571428571428,7.428571428571429,17,0,0
/impresso/view/82,8,8,1,7.75,15,0,0
/impresso/materia/45/a-psicologia-no-enfrentamento-ao-racismo,7,4,1.75,21.5,15,0,0
/impresso/view/149/relatorio-de-gestao-xiv-plenario-crp-sp-27092013-a-23092016,7,7,1,39,14,0,0
/impresso/view/151,7,6,1.1666666666666667,16,15,0,0
/impresso/view/154/corpo-e-trabalho-instrumento-ou-destino,7,7,1,9.285714285714286,14,0,0
/impresso/view/178,7,3,2.3333333333333335,26,20,0,0
/impresso/view/222/resolucao-n-109-do-cnas,7,7,1,4,29,0,0
/impresso/view/285,7,2,3.5,59.5,11,0,0
/impresso/view/363,7,7,1,19.714285714285715,15,0,0
/impresso/view/421/documento-de-orientacao-atendimento-de-mulheres-em-situacao-de-interrupcao-de-gravidez,7,6,1.1666666666666667,4.166666666666667,10,0,0
/impresso/view/474/relatorio-das-violacoes-de-direitos,7,6,1.1666666666666667,7.333333333333333,15,0,0
/impresso/view/499/referencias-tecnicas-para-atuacao-de-psicologasos-no-sistema-prisional,7,7,1,26.714285714285715,19,0,0
/impresso/view/508/uso-de-redes-sociais-e-aplicativos-de-mensagens-instantaneas,7,6,1.1666666666666667,10.833333333333334,16,0,0
/impresso/view/74,7,5,1.4,11.2,15,0,0
/impresso/view/98/medicalizar-nao-e-a-solucao,7,7,1,21.428571428571427,14,0,0
/uploads/impresso/2712/2REvRlZxOwmcqcla4uOjLBNciVBD6yAr.pdf.,7,7,1,4.857142857142857,28,0,0
/uploads/impresso/838/NmdbeZaHv,7,3,2.3333333333333335,0,13,0,0
/impresso/materia/23/recomendacoes-aos-servicos-escola-de-psicologia-do-estado-de-sao-paulo,6,6,1,21.333333333333332,14,0,0
/impresso/materia/24/recomendacoes-aos-servicos-escola-de-psicologia-do-estado-de-sao-paulo,6,6,1,24.5,13,0,0
/impresso/view/144/caderno-de-deliberacoes-do-viii-cnp,6,6,1,17.833333333333332,12,0,0
/impresso/view/157/a-relacao-entre-transtorno-mental-e-trabalho-um-diagnostico-no-setor-siderurgico,6,6,1,11,14,0,0
/impresso/view/191,6,6,1,5.166666666666667,14,0,0
/impresso/view/218,6,5,1.2,2.4,17,0,0
/impresso/view/235,6,4,1.5,5,15,0,0
/impresso/view/245/praticas-emergentes-e-inovadoras-de-psicologos-as-no-campo-das-politicas-publicas-de-centros-de-atencao-psicossocial-alcool-e-drogas,6,3,2,17.666666666666668,11,0,0
/impresso/view/257,6,4,1.5,10,16,0,0
/impresso/view/33/numero-31,6,3,2,10.333333333333334,13,0,0
/impresso/view/354,6,5,1.2,17.2,14,0,0
/impresso/view/357,6,6,1,11.5,13,0,0
/impresso/view/364,6,5,1.2,5,9,0,0
/impresso/view/368,6,4,1.5,23.75,14,0,0
/impresso/view/370,6,6,1,18.333333333333332,10,0,0
/impresso/view/373,6,5,1.2,32,12,0,0
/impresso/view/377,6,4,1.5,29.75,15,0,0
/impresso/view/406/manual-do-crp-06-2000,6,6,1,14.5,12,0,0
/impresso/view/417/manual-do-crp-06-1999,6,6,1,3.5,9,0,0
/impresso/view/419,6,6,1,10.833333333333334,14,0,0
/impresso/view/423/ao-psicologao-a-midia-e-a-etica-profissional,6,5,1.2,6.8,12,0,0
/impresso/view/467/vol-35---patologizacao-e-medicalizacao-das-vidas-reconhecimento-e-enfrentamento---parte-3,6,4,1.5,3,9,0,0
/impresso/view/47,6,6,1,19,15,0,0
/impresso/view/476/caderno-de-orientacoes-do-crp-sp-para-atuacao-de-psicologasos-na-assistencia-social-2,6,4,1.5,8,10,0,0
/impresso/view/486/referencias-tecnicas-para-atuacao-de-psicologasos-nos-programas-e-servicos-de-isthivaids,6,3,2,3.6666666666666665,12,0,0
/impresso/view/499/referencias-tecnicas-para-atuacao-de-psicologasos-no--sistema-prisional,6,2,3,2,20,0,0
/impresso/view/535/guia-pratico-sobre-acessibilidade-para-profissionais-de-psicologia-edicao-2025,6,6,1,9,11,0,0
/impresso/view/55,6,6,1,107.66666666666667,11,0,0
/impresso/view/566,6,5,1.2,6,12,0,0
/impresso/view/60/vol-18-psicologia-do-esporte-contribuicoes-para-a-atuacao-profissional,6,6,1,11.833333333333334,11,0,0
/impresso/view/66,6,4,1.5,8.75,19,0,0
/impresso/view/70/psicologia-e-povos-indigenas,6,6,1,1.8333333333333333,15,0,0
/impresso/view/71,6,6,1,33.833333333333336,12,0,0
/noticia/uploads/impresso/282382/TSoANCMuC-oGRJXfybC0Q-UKENo0A1cV.pdf,6,1,6,18,11,0,0
/uploads/impresso/370/1NHu3Y3,6,5,1.2,4.6,22,0,0
/impresso/materia/36/inscricao-secundaria,5,5,1,26.6,11,0,0
/impresso/view/100/construindo-caminhos,5,5,1,10.2,9,0,0
/impresso/view/135,5,3,1.6666666666666667,13,8,0,0
/impresso/view/138/cadernos-crp-06-fora-de-catalogo-2,5,5,1,17.4,10,0,0
/impresso/view/147,5,5,1,18,12,0,0
/impresso/view/164/1-seminario-nacional-de-psicologia-das-emergencias-e-dos-desastres-contribuicoes-para-a-construcao-de-comunidades-mais-seguras-4-edicao-2009,5,4,1.25,7.75,10,0,0
/impresso/view/177/gestao-de-riscos-e-de-desastres-contribuicoes-da-psicologia,5,5,1,9.6,10,0,0
/impresso/view/191/folder-diretrizes-para-a-producao-de-documentos-escritos,5,4,1.25,19.25,10,0,0
/impresso/view/229,5,5,1,5.2,11,0,0
/impresso/view/250,5,3,1.6666666666666667,7.666666666666667,10,0,0
/impresso/view/333,5,4,1.25,4.75,8,0,0
/impresso/view/356,5,4,1.25,29.5,10,0,0
/impresso/view/361,5,2,2.5,37.5,11,0,0
/impresso/view/366,5,5,1,13.6,10,0,0
/impresso/view/371,5,5,1,12.4,11,0,0
/impresso/view/374,5,4,1.25,5,9,0,0
/impresso/view/381,5,3,1.6666666666666667,327.3333333333333,10,0,0
/impresso/view/407,5,4,1.25,4.75,9,0,0
/impresso/view/407/manual-do-crp-06-1994,5,5,1,14.8,9,0,0
/impresso/view/413/manual-do-conselho-regional-de-psicologia-sp-2013,5,4,1.25,13.5,10,0,0
/impresso/view/43/vol-1-psicologia-e-preconceito-racial,5,5,1,17.6,11,0,0
/impresso/view/484,5,5,1,12.4,10,0,0
/impresso/view/487/referencias-tecnicas-para-a-atuacao-de-psicologasos-na-politica-de-seguranca-publica,5,4,1.25,8.25,10,0,0
/impresso/view/53/vol-11-psicologia-e-diversidade-sexual,5,5,1,8.8,12,0,0
/impresso/view/61/vol-19-psicologia-e-educacao-desafios-da-inclusao,5,5,1,8.2,11,0,0
/impresso/view/64/acao-afirmativa-e-diversidade-no-trabalho-desafios-e-possibilidades,5,5,1,14.2,9,0,0
/impresso/view/74/a-verdade-e-revolucionaria,5,4,1.25,8.5,15,0,0
/impresso/view/93/bem-querer-e-o-melhor-remedio,5,3,1.6666666666666667,15,12,0,0
/noticia/impresso/view/473/documento-de-orientacao-crp-06-n-0022019,5,3,1.6666666666666667,8.666666666666666,10,0,0
/uploads/impresso/151354/FH2IUzL22TKes3u1VuYhpEsWHY4VMvpB.pdf),5,3,1.6666666666666667,1.6666666666666667,13,0,0
/uploads/impresso/165922/3oxhmNB8e,5,3,1.6666666666666667,5.666666666666667,10,0,0
/uploads/impresso/165973/5p5C2nvAlB0ji2m,5,3,1.6666666666666667,10.333333333333334,11,0,0
/uploads/impresso/165975/Yg1Iq58L8sKPSbV,5,2,2.5,26.5,11,0,0
/uploads/impresso/804/NTnKKon8Lq39i-kHffzbxx-ExyyfNNk5,5,3,1.6666666666666667,6,16,0,0
/impresso/materia/25/recomendacoes-aos-servicos-escola-de-psicologia-do-estado-de-sao-paulo,4,4,1,413.25,9,0,0
/impresso/materia/31/atuacao-em-consultorio-psicologico,4,4,1,25.5,14,0,0
/impresso/view/1/premio-marcus-vinicius-de-psicologia-e-direitos-humanos,4,3,1.3333333333333333,15.333333333333334,11,0,0
/impresso/view/120,4,4,1,2,14,0,0
/impresso/view/125/referencias-tecnicas-para-a-atuacao-dasos-psicologasos-no-sistema-prisional,4,4,1,3,8,0,0
/impresso/view/132/referencias-tecnicas-para-a-atuacao-doa-psicologoa-nos-programas-de-dst-e-aids,4,4,1,2.75,8,0,0
/impresso/view/139/cadernos-crp-06-fora-de-catalogo-3,4,4,1,22.75,9,0,0
/impresso/view/175/comunicacao-de-riscos-e-desastres,4,4,1,5,8,0,0
/impresso/view/178/glossario-de-defesa-civil-estudos-de-riscos-e-medicina-de-desastres,4,3,1.3333333333333333,6,9,0,0
/impresso/view/179/sociologia-dos-desastres-construcao-interfaces-e-perspectivas-no-brasil,4,3,1.3333333333333333,3,6,0,0
/impresso/view/196/resolucao-cfp-n-0072003-institui-o-manual-de-elaboracao-de-documentos-escritos-produzidos-pelo-psicologo-decorrentes-de-avaliacao-psicologica-e-revoga-a-resolucao-cfp-172002,4,4,1,27.75,8,0,0
/impresso/view/207,4,2,2,24,10,0,0
/impresso/view/212/plano-nacional-de-enfrentamento-da-violencia-sexual-infanto-juvenil-uma-politica-em-movimento-pt-2,4,3,1.3333333333333333,2.3333333333333335,7,0,0
/impresso/view/214/adocao-um-direito-de-todos-e-todas,4,4,1,8.75,7,0,0
/impresso/view/26,4,2,2,59.5,9,0,0
/impresso/view/261,4,4,1,52.75,11,0,0
/impresso/view/270,4,2,2,2.5,7,0,0
/impresso/view/293,4,3,1.3333333333333333,27.333333333333332,9,0,0
/impresso/view/294/numero-85,4,1,4,0,7,0,0
/impresso/view/296,4,3,1.3333333333333333,31.333333333333332,11,0,0
/impresso/view/298,4,1,4,43,9,0,0
/impresso/view/3,4,3,1.3333333333333333,6.666666666666667,8,0,0
/impresso/view/324,4,3,1.3333333333333333,2.3333333333333335,5,0,0
/impresso/view/329,4,4,1,6.25,8,0,0
/impresso/view/331,4,4,1,4,6,0,0
/impresso/view/348,4,3,1.3333333333333333,7.333333333333333,7,0,0
/impresso/view/369/numero-161,4,1,4,0,7,0,0
/impresso/view/372,4,4,1,18,8,0,0
/impresso/view/382,4,3,1.3333333333333333,16.666666666666668,8,0,0
/impresso/view/389,4,3,1.3333333333333333,7.333333333333333,7,0,0
/impresso/view/390,4,3,1.3333333333333333,11,6,0,0
/impresso/view/403,4,4,1,11.75,8,0,0
/impresso/view/409/manual-de-orientacoes-2008,4,4,1,12.5,8,0,0
/impresso/view/412/manual-do-conselho-regional-de-psicologia-sp-2001,4,4,1,15.5,7,0,0
/impresso/view/441,4,3,1.3333333333333333,6.333333333333333,8,0,0
/impresso/view/46/vol-4-a-insercao-da-psicologia-na-saude-suplementar,4,2,2,17.5,6,0,0
/impresso/view/465/racismo-institucional,4,4,1,9,7,0,0
/impresso/view/479,4,4,1,7.25,9,0,0
/impresso/view/512/quanto-tempo-deve-durar-um-atendimento-psicologico-2,4,4,1,17.75,8,0,0
/impresso/view/52/vol-10-psicologo-judiciario-nas-questoes-de-familia,4,4,1,5.75,13,0,0
/impresso/view/54/vol-12-politicas-de-saude-,4,4,1,4.25,13,0,0
/impresso/view/542/relatorio-de-gestao-xvi-plenario-set2019-a-set2022,4,4,1,2.75,8,0,0
/impresso/view/562/manual-de-direitos-humanos,4,3,1.3333333333333333,6,8,0,0
/impresso/view/66/psicologia-informatica-producoes-do-iii-psicoinfo-e-ii-jornada-do-nppi,4,4,1,15.25,7,0,0
/impresso/view/69/psicologia-e-informatica-interfaces-e-desafios,4,2,2,13,8,0,0
/impresso/view/80/povos-indigenas-e-psicologia-a-procura-do-bem-viver,4,3,1.3333333333333333,10.333333333333334,7,0,0
/impresso/view/81,4,4,1,8,8,0,0
/uploads/impresso/165929/LYVwOwBtNRl9Q7kXONUVzyKxyHTzTz,4,3,1.3333333333333333,17,7,0,0
/uploads/impresso/237349/jKvZAFzzCgZB0RMt1Cul84sj,4,1,4,6,6,0,0
/uploads/impresso/2740/gI1ISttfLiwzS63F0pVcQHMfmcq-V6bU.pdf.,4,4,1,7.25,16,0,0
/uploads/impresso/352791/c5M28pLUgry9gb2yWgd5Q20 mODekcExu.pdf,4,1,4,5,8,0,0
/uploads/impresso/386/0JULFcE9_-z02IM6M-bQMKNKPe_5sjw7.pdf,4,3,1.3333333333333333,3.6666666666666665,8,0,0
/uploads/impresso/494/ahl6y_avoy0ocrz3ggrm8c7ilfpxiyr_.pdf,4,2,2,2.5,8,0,0
/uploads/impresso/78790/dwn207Ubog1HxmTokoq17_ppjz3vBK_L.pdf,4,4,1,0,12,0,0
/uploads/impresso/804/NTnK,4,2,2,12.5,11,0,0
/uploads/impresso/804/NTnKKon8Lq39i-kHffzbxx-,4,2,2,5,11,0,0
/impresso/Index,3,1,3,7,7,0,0
/impresso/materia/52/numero-196-2,3,3,1,21.333333333333332,12,0,0
/impresso/view/134/anais-do-i-conpisc-fora-de-catalogo,3,3,1,10.333333333333334,6,0,0
/impresso/view/139,3,3,1,2.6666666666666665,6,0,0
/impresso/view/140/anais-do-ii-conpsic-fora-de-catalogo,3,3,1,1.3333333333333333,6,0,0
/impresso/view/141/relatorio-de-gestao-xii-plenario-trienio-2007-2010,3,2,1.5,8,5,0,0
/impresso/view/143/caderno-de-deliberacoes-do-viii-corep,3,3,1,3,7,0,0
/impresso/view/145,3,2,1.5,9,11,0,0
/impresso/view/153/doencas-relacionadas-ao-trabalho,3,2,1.5,155,5,0,0
/impresso/view/160/caderno-de-deliberacoes-vii-congresso-nacional-da-psicologia,3,3,1,5,6,0,0
/impresso/view/167/tipificacao-nacional-de-servicos-socioassistenciais,3,3,1,4,5,0,0
/impresso/view/180,3,2,1.5,2.5,11,0,0
/impresso/view/182,3,3,1,30.333333333333332,9,0,0
/impresso/view/187/em-debate-alcool-e-outras-drogas-2,3,2,1.5,23.5,6,0,0
/impresso/view/193/parecer-do-crp-sp-sobre-o-regime-disciplinar-diferenciado-rdd,3,2,1.5,215,7,0,0
/impresso/view/199/contribuicoes-do-seminario-nacional-psicologia-em-interface-com-a-justica-e-direitos-humanos-um-compromisso-com-a-sociedade,3,3,1,10,5,0,0
/impresso/view/217,3,3,1,4.333333333333333,8,0,0
/impresso/view/224,3,3,1,0.6666666666666666,10,0,0
/impresso/view/227,3,2,1.5,11,6,0,0
/impresso/view/229/educacao-inclusiva-experiencias-profissionais-em-psicologia,3,3,1,7,6,0,0
/impresso/view/245,3,2,1.5,9.5,6,0,0
/impresso/view/264,3,2,1.5,8.5,6,0,0
/impresso/view/267,3,2,1.5,11.5,6,0,0
/impresso/view/278,3,3,1,14.333333333333334,6,0,0
/impresso/view/28,3,2,1.5,4.5,8,0,0
/impresso/view/286,3,2,1.5,7,6,0,0
/impresso/view/29,3,2,1.5,0,6,0,0
/impresso/view/307,3,3,1,6,7,0,0
/impresso/view/32/numero-30,3,2,1.5,5.5,6,0,0
/impresso/view/327,3,2,1.5,35,6,0,0
/impresso/view/337,3,2,1.5,12,5,0,0
/impresso/view/339,3,3,1,16.333333333333332,6,0,0
/impresso/view/352,3,2,1.5,8.5,5,0,0
/impresso/view/359,3,3,1,12,6,0,0
/impresso/view/375,3,3,1,14.333333333333334,6,0,0
/impresso/view/385,3,3,1,5,8,0,0
/impresso/view/396,3,3,1,14,6,0,0
/impresso/view/397,3,3,1,4.666666666666667,6,0,0
/impresso/view/447/vol-27-nossa-luta-cria,3,3,1,3.3333333333333335,5,0,0
/impresso/view/453/vol-26-psicologia-exercicio-da-maternidade-e-protecao-social,3,3,1,11.333333333333334,6,0,0
/impresso/view/454/vol-28-psicologia-e-precarizacao-do-trabalho,3,3,1,17.666666666666668,6,0,0
/impresso/view/459/tentativas-de-aniquilamento-de-subjetividades-lgbtis,3,3,1,3,8,0,0
/impresso/view/460,3,3,1,7.333333333333333,7,0,0
/impresso/view/461/vol-24-a-potencia-da-psicologia-obstetrica-na-pratica-interdisciplinar-uma-analise-critica-da-realidade-brasileira,3,2,1.5,28,5,0,0
/impresso/view/477/olhares-a-violencia-policial-no-cotidiano-dasos-psicologasos-nas-politicas-publicas,3,3,1,8.333333333333334,6,0,0
/impresso/view/484/ix-seminario-nacional-psicologia-e-politicas-publicas-psicologia-na-defesa-das-politicas-publicas-geral,3,3,1,13.333333333333334,6,0,0
/impresso/view/489/referencias-tecnicas-para-atuacao-de-psicologasos-com-povos-tradicionais,3,3,1,10,6,0,0
/impresso/view/49/vol-7-nasf-nucleo-de-apoio-a-saude-da-familia,3,2,1.5,17,5,0,0
/impresso/view/523/atuacao-em-consultorio-psicologico-2,3,2,1.5,9.5,5,0,0
/impresso/view/531/referencias-tecnicas-para-atuacao-de-psicologasos-em-medidas-socioeducativas,3,3,1,9,5,0,0
/impresso/view/536/vol-40-cuidado-em-liberdade,3,2,1.5,12.5,6,0,0
/impresso/view/538/nota-tecnica-e-orientativa-do-crp-sp-a-atuacao-profissional-de-psicologasos-no-atendimento-as-pessoas-intersexo,3,2,1.5,17,7,0,0
/impresso/view/543/referencias-tecnicas-para-atuacao-de-psicologasos-junto-aos-povos-indigenas,3,2,1.5,4.5,8,0,0
/impresso/view/73/em-debate-alcool-e-outras-drogas,3,3,1,8,7,0,0
/impresso/view/83,3,3,1,4.333333333333333,7,0,0
/impresso/view/85,3,3,1,9.333333333333334,7,0,0
/impresso/view/86,3,3,1,3.6666666666666665,8,0,0
/impresso/view/90,3,3,1,56,6,0,0
/noticia/impresso/view/488/referencias-tecnicas-para-atuacao-de-psicologasos-na-rede-de-protecao-as-criancas-e-adolescentes-em-situacao-de-violencia-sexual,3,2,1.5,6.5,6,0,0
/noticia/uploads/impresso/280889/qZoCK68ahOFrCxByujc_ukHoaEA_Mf_j.pdf,3,2,1.5,5,6,0,0
/uploads/impresso/110/RLAg_HX8E6bmOfVjb2gpqCkrelBkTyOW.pdf.Acesso,3,1,3,3,7,0,0
/uploads/impresso/14066/1rEmwHj4ECdv7BS3534pzB7HlZTWsL6H.pdf.,3,3,1,1,9,0,0
/uploads/impresso/1690/k_zDnvgLNaRNcB5cZvcrxIswaz_F2M2n.pdf),3,1,3,7,8,0,0
/uploads/impresso/2483/KmegrIzR8NISAsB,3,1,3,16,8,0,0
/uploads/impresso/2493/uPeYNEH4PE4ZixoO- 0riLTCGdaM3ZAkF.pdf,3,2,1.5,0,6,0,0
/uploads/impresso/2740/gI1ISttfLiwzS63F0pVcQHMfmcqV6bU.pdf,3,1,3,23,8,0,0
/uploads/impresso/280889/qZoCK68ahOFrCxByujc_ukHoaEA_Mf_j,3,1,3,9,7,0,0
/uploads/impresso/3174/nCGe2I3xuJdXZMSpfDJ3fw8tUeFEv 8NB.pdf,3,1,3,9,6,0,0
/uploads/impresso/3759/orrMnaWSvGNIQFBAnh79heedc70CtaW-.pdf.,3,3,1,3.3333333333333335,9,0,0
/uploads/impresso/3766/e9iosqqtksczzkbq1nduyh2dudmbu4v1.pdf,3,2,1.5,1,6,0,0
/uploads/impresso/488/e7v8vxs7gq1irje-ur5v2tnj3t781opi.pdf,3,2,1.5,2.5,5,0,0
/uploads/impresso/735/HYU4uur-,3,2,1.5,23,8,0,0
/uploads/impresso/834/RiQoL-yCaSQ2uy7NtSvObMIhxnrs-aqn.pdf,3,1,3,2,6,0,0
/uploads/impresso/840/FTKWjIOyHWtVg7lVHzMsEQfyFGWbyDU.pdf,3,1,3,31,6,0,0
/impresso/materia/29/atendimento-domiciliar-home-care-e-visita-domiciliar,2,2,1,55,6,0,0
/impresso/materia/41/quanto-tempo-deve-durar-um-atendimento-psicologico,2,2,1,16,8,0,0
/impresso/materia/7/a-psicologia-na-saude-suplementar-aspectos-regulatorios,2,2,1,9.5,6,0,0
/impresso/material/15/manual-do-conselho-regional-de-psicologia-sp-2013,2,1,2,71,7,0,0
/impresso/view/120/referencia-tecnica-para-atuacao-de-psicologasos-em-programas-de-medidas-socioeducativas-em-meio-aberto-2,2,1,2,6,3,0,0
/impresso/view/122,2,1,2,8,6,0,0
/impresso/view/158,2,1,2,1,3,0,0
/impresso/view/166/caderno-de-deliberacoes-vii-congresso-nacional-da-psicologia-2,2,1,2,18,4,0,0
/impresso/view/17,2,2,1,10.5,4,0,0
/impresso/view/179,2,2,1,0,6,0,0
/impresso/view/189,2,2,1,4,5,0,0
/impresso/view/197,2,2,1,2,5,0,0
/impresso/view/200/resolucao-n-113-do-conanda-conselho-nacional-dos-direitos-da-crianca-e-do-adolescente,2,2,1,15.5,3,0,0
/impresso/view/203,2,2,1,3,4,0,0
/impresso/view/206/a-escuta-de-criancas-e-adolescentes-envolvidos-em-situacao-de-violencia-e-a-rede-de-protecao,2,2,1,9,3,0,0
/impresso/view/208/impacto-da-violencia-na-saude-das-criancas-e-adolescentes-prevencao-de-violencias-e-promocao-da-cultura-de-paz,2,1,2,57,4,0,0
/impresso/view/209/o-processo-de-revisao-do-plano-nacional-de-enfrentamento-a-violencia-sexual-infanto-juvenil-relatorio-de-acompanhamento-2007-2008,2,2,1,73,4,0,0
/impresso/view/211,2,1,2,3,5,0,0
/impresso/view/211/plano-nacional-de-enfrentamento-da-violencia-sexual-infanto-juvenil-uma-politica-em-movimento,2,1,2,0,2,0,0
